0.635347	0.364496	0.000158	
0.584327	0.414391	0.001282	
0.881840	0.100300	0.017861	
0.546477	0.450144	0.003379	
0.670628	0.329006	0.000365	
0.461050	0.522974	0.015976	
0.676969	0.322734	0.000297	
0.435910	0.561087	0.003003	
0.594809	0.404357	0.000834	
0.441108	0.554199	0.004694	
0.523882	0.474934	0.001184	
0.718622	0.279757	0.001622	
0.503475	0.491783	0.004742	
0.594248	0.404250	0.001502	
0.370162	0.622612	0.007226	
0.618283	0.380786	0.000930	
0.599120	0.400397	0.000484	
0.741592	0.258299	0.000109	
0.587030	0.412009	0.000961	
0.540194	0.459096	0.000710	
0.696188	0.303714	0.000099	
0.447877	0.545893	0.006229	
0.353653	0.169553	0.476795	
0.511212	0.470685	0.018103	
0.726685	0.273055	0.000259	
0.668967	0.330975	0.000059	
0.586347	0.412681	0.000972	
0.664737	0.335077	0.000185	
0.410868	0.211586	0.377545	
0.211809	0.409355	0.378836	
0.676850	0.323085	0.000064	
0.538984	0.458759	0.002256	
0.270015	0.510525	0.219459	
0.054450	0.129531	0.816019	
0.124151	0.111159	0.764690	
0.467048	0.528637	0.004314	
0.498505	0.497834	0.003661	
0.524219	0.456988	0.018793	
0.612376	0.387416	0.000208	
0.489080	0.509279	0.001641	
0.544163	0.453585	0.002253	
0.520684	0.477725	0.001591	
0.602494	0.394489	0.003017	
0.582757	0.416354	0.000889	
0.670115	0.328636	0.001248	
0.475169	0.517874	0.006957	
0.665458	0.334280	0.000262	
0.032031	0.036592	0.931377	
0.462483	0.502469	0.035048	
0.496317	0.502416	0.001267	
0.674371	0.325348	0.000281	
0.582072	0.416757	0.001171	
0.048520	0.083578	0.867902	
0.008519	0.030245	0.961236	
0.533269	0.462705	0.004026	
0.697153	0.302732	0.000115	
0.532182	0.465333	0.002485	
0.528833	0.469869	0.001299	
0.091708	0.091625	0.816667	
0.482780	0.514464	0.002756	
0.135985	0.132482	0.731533	
0.435785	0.561220	0.002995	
0.518592	0.480083	0.001326	
0.679727	0.319732	0.000541	
0.934636	0.063873	0.001491	
0.620560	0.377918	0.001522	
0.587717	0.410641	0.001643	
0.603623	0.254392	0.141985	
0.450850	0.542411	0.006739	
0.397651	0.590476	0.011873	
0.374462	0.216063	0.409475	
0.108740	0.220096	0.671164	
0.446850	0.546805	0.006346	
0.648656	0.349549	0.001796	
0.450949	0.508218	0.040833	
0.565400	0.434018	0.000582	
0.627865	0.371904	0.000231	
0.159520	0.140862	0.699618	
0.482860	0.510637	0.006503	
0.557205	0.440835	0.001960	
0.487233	0.506041	0.006726	
0.773616	0.226264	0.000120	
0.283939	0.194950	0.521111	
0.408647	0.577902	0.013452	
0.650895	0.345063	0.004042	
0.411064	0.576036	0.012900	
0.593703	0.405373	0.000924	
0.400276	0.535123	0.064600	
0.574509	0.136884	0.288607	
0.479709	0.514696	0.005595	
0.709132	0.290506	0.000363	
0.719483	0.278859	0.001657	
0.546694	0.452964	0.000342	
0.473707	0.518737	0.007557	
0.657611	0.341951	0.000438	
0.315310	0.574099	0.110592	
0.307248	0.624099	0.068653	
0.600433	0.399144	0.000423	
0.228094	0.212540	0.559366	
0.575698	0.423194	0.001108	
0.696177	0.303601	0.000222	
0.628145	0.371543	0.000312	
0.554746	0.442322	0.002932	
0.293958	0.504826	0.201216	
0.955875	0.041132	0.002994	
0.606671	0.392836	0.000493	
0.408641	0.561061	0.030298	
0.518377	0.480071	0.001551	
0.475585	0.516066	0.008349	
0.514994	0.483693	0.001313	
0.403433	0.589946	0.006621	
0.660045	0.339832	0.000122	
0.586117	0.413517	0.000366	
0.620481	0.378271	0.001248	
0.378943	0.597548	0.023509	
0.569246	0.420732	0.010022	
0.556205	0.441185	0.002610	
0.525211	0.469989	0.004800	
0.469310	0.508412	0.022278	
0.639757	0.359205	0.001038	
0.537429	0.461379	0.001192	
0.618992	0.380759	0.000249	
0.469653	0.526167	0.004179	
0.524398	0.473631	0.001970	
0.939651	0.056628	0.003720	
0.937092	0.062903	0.000004	
0.661430	0.338261	0.000309	
0.640558	0.358412	0.001030	
0.949658	0.048786	0.001557	
0.602854	0.396787	0.000359	
0.397103	0.592427	0.010470	
0.490857	0.498127	0.011016	
0.351919	0.508623	0.139458	
0.689344	0.310454	0.000202	
0.557598	0.440619	0.001783	
0.415494	0.581298	0.003208	
0.545347	0.453934	0.000719	
0.639379	0.355807	0.004814	
0.605225	0.393626	0.001148	
0.681150	0.318665	0.000185	
0.971241	0.027400	0.001359	
0.484695	0.491828	0.023476	
0.518695	0.478019	0.003286	
0.693801	0.306060	0.000139	
0.465830	0.531172	0.002998	
0.605634	0.393386	0.000980	
0.789426	0.210550	0.000024	
0.278754	0.541330	0.179916	
0.307573	0.222507	0.469920	
0.063401	0.250049	0.686550	
0.500773	0.498778	0.000449	
0.723340	0.275143	0.001517	
0.000064	0.001035	0.998900	
0.312665	0.584803	0.102532	
0.537709	0.458137	0.004153	
0.586646	0.412645	0.000709	
0.437317	0.555123	0.007560	
0.590793	0.407278	0.001929	
0.517534	0.451880	0.030586	
0.586445	0.412599	0.000956	
0.507023	0.491611	0.001366	
0.682378	0.317374	0.000248	
0.529938	0.468594	0.001467	
0.495504	0.503328	0.001168	
0.665782	0.333801	0.000416	
0.383585	0.227610	0.388806	
0.561829	0.434892	0.003279	
0.696731	0.301739	0.001531	
0.805199	0.193888	0.000913	
0.542061	0.456707	0.001232	
0.640823	0.358451	0.000725	
0.298707	0.667634	0.033660	
